time,冰水入口溫度,冰水出口溫度,冷卻水入口溫度,冷卻水出口溫度,右機LEV開度Step,右機低壓,右機吐出溫度,右機電流,右機高壓,右耗電,右飽和冷凝溫度,右飽和蒸發溫度,壓縮機頻率,左機LEV開度Step,左機低壓,左機吐出溫度,左機電流,左機高壓,左耗電,左飽和冷凝溫度,左飽和蒸發溫度,設溫,開機次數,運轉時間
1550890156.0,21.6,18.6,20.9,22.0,0.0,4.98,27.8,0.0,5.15,52.5,22.0,21.2,57.0,1703.0,2.36,43.8,109.2,6.5,52.5,28.7,3.6,nan,28.0,7998.0
1550890884.0,16.3,14.4,29.3,31.1,0.0,4.14,26.7,0.0,5.8,77.2,25.0,16.2,72.0,2179.0,3.02,48.6,130.5,8.51,77.2,36.6,8.6,nan,28.0,8006.0
1550891004.0,15.5,13.9,29.8,31.4,0.0,4.02,26.5,0.0,5.11,63.3,21.7,15.4,60.0,2179.0,3.05,45.8,123.6,8.21,63.3,35.5,9.0,nan,28.0,8008.0
1550891125.0,14.9,13.8,29.7,31.0,0.0,3.98,26.5,0.0,4.88,45.5,20.2,15.2,42.0,2053.0,3.08,42.9,118.5,7.85,45.5,34.4,9.4,nan,28.0,8010.0
1550891245.0,14.7,13.8,30.2,31.3,0.0,3.99,26.4,0.0,4.32,33.7,16.4,15.1,30.0,1939.0,3.15,41.0,116.1,7.63,33.7,32.7,10.2,nan,28.0,8012.0
1550891974.0,14.7,13.5,28.4,29.0,0.0,3.98,26.2,0.0,3.98,28.9,15.2,15.2,30.0,1333.0,2.73,38.0,110.9,7.28,28.9,32.1,6.5,nan,28.0,8020.0
1550892094.0,14.7,13.6,28.1,28.7,0.0,3.99,26.2,0.0,4.02,28.3,15.1,15.1,30.0,1333.0,2.71,37.8,109.3,7.11,28.3,31.3,6.4,nan,28.0,8022.0
1550892215.0,14.7,13.6,28.3,28.8,0.0,3.97,26.2,0.0,3.98,28.8,15.2,15.1,30.0,1333.0,2.71,37.9,110.3,7.21,28.8,31.6,6.5,nan,28.0,8024.0
1550892335.0,14.8,13.6,28.2,28.8,0.0,3.99,26.2,0.0,3.99,28.6,15.4,15.2,30.0,1333.0,2.72,37.8,110.3,7.14,28.6,31.4,6.4,nan,28.0,8026.0
1550892455.0,14.8,13.6,28.0,28.5,0.0,3.99,26.2,0.0,3.99,28.3,15.2,15.2,30.0,1333.0,2.67,37.6,109.6,7.14,28.3,31.3,6.1,nan,28.0,8028.0
1550893190.0,14.8,13.6,27.5,28.1,0.0,3.99,26.2,0.0,3.99,27.9,15.1,15.1,30.0,1333.0,2.65,37.3,108.4,7.03,27.9,30.9,5.9,nan,28.0,8036.0
1550893310.0,14.8,13.6,27.7,28.3,0.0,3.97,26.3,0.0,3.98,28.0,15.1,15.1,30.0,1333.0,2.66,37.3,108.2,7.04,28.0,31.1,6.0,nan,28.0,8038.0
1550893430.0,14.8,13.6,27.6,28.3,0.0,3.97,26.3,0.0,3.97,28.3,15.1,15.2,30.0,1333.0,2.62,37.3,108.5,7.06,28.3,31.3,6.0,nan,28.0,8040.0
1550893551.0,14.7,13.6,28.0,28.6,0.0,3.96,26.3,0.0,3.98,28.3,15.2,15.2,30.0,1333.0,2.69,37.4,109.1,7.14,28.3,31.4,6.3,nan,28.0,8042.0
1550894285.0,14.6,13.5,28.3,28.9,0.0,3.94,26.4,0.0,3.94,28.4,15.1,15.1,30.0,1333.0,2.69,37.5,109.5,7.14,28.4,31.4,6.5,nan,28.0,8050.0
1550894405.0,14.6,13.4,28.0,28.6,0.0,3.96,26.4,0.0,3.93,28.3,14.9,15.1,30.0,1333.0,2.66,37.3,109.1,7.14,28.3,31.3,6.1,nan,28.0,8052.0
1550894526.0,14.6,13.4,28.0,28.6,0.0,3.96,26.4,0.0,3.93,28.1,14.9,15.1,30.0,1333.0,2.69,37.3,108.8,7.11,28.1,31.3,6.2,nan,28.0,8054.0
1550894646.0,14.5,13.4,28.0,28.6,0.0,3.96,26.4,0.0,3.96,28.3,14.8,14.8,30.0,1333.0,2.66,37.3,110.1,7.16,28.3,31.3,6.1,nan,28.0,8056.0
1550895375.0,14.5,13.3,27.6,28.2,0.0,3.93,26.5,0.0,3.91,28.0,14.8,14.8,30.0,1333.0,2.64,37.0,107.9,7.04,28.0,31.0,5.8,nan,28.0,8064.0
1550895495.0,14.5,13.3,27.3,28.0,0.0,3.93,26.5,0.0,3.92,27.7,14.8,14.8,30.0,1333.0,2.65,36.8,107.2,6.96,27.7,30.8,5.8,nan,28.0,8066.0
1550895616.0,14.5,13.2,26.8,27.5,0.0,3.92,26.5,0.0,3.91,27.5,14.8,14.9,30.0,1333.0,2.61,36.5,105.9,6.83,27.5,30.1,5.5,nan,28.0,8068.0
1550895736.0,14.4,13.2,26.8,27.5,0.0,3.91,26.5,0.0,3.91,27.5,14.8,14.8,30.0,1333.0,2.62,36.5,106.8,6.87,27.5,30.1,5.7,nan,28.0,8070.0
1550896469.0,14.4,13.2,27.2,27.8,0.0,3.87,26.6,0.0,3.89,27.7,14.5,14.6,30.0,1333.0,2.64,36.6,107.0,6.92,27.7,30.4,5.8,nan,28.0,8078.0
1550896589.0,14.4,13.2,27.6,28.2,0.0,3.89,26.6,0.0,3.88,28.0,14.6,14.8,30.0,1333.0,2.65,36.8,108.3,7.13,28.0,31.2,5.9,nan,28.0,8080.0
1550896709.0,14.3,13.2,27.3,27.9,0.0,3.89,26.6,0.0,3.87,27.8,14.5,14.6,30.0,1333.0,2.64,36.6,107.5,7.01,27.8,30.8,5.7,nan,28.0,8082.0
1550896829.0,14.3,13.2,27.3,28.0,0.0,3.88,26.6,0.0,3.87,27.8,14.6,14.6,30.0,1333.0,2.64,36.6,107.3,6.97,27.8,30.7,5.7,nan,28.0,8084.0
1550896949.0,14.3,13.1,27.2,27.9,0.0,3.89,26.6,0.0,3.88,27.7,14.6,14.6,30.0,1333.0,2.65,36.6,107.0,6.98,27.7,30.5,5.7,nan,28.0,8086.0
1550897069.0,14.3,13.1,27.5,28.1,0.0,3.87,26.6,0.0,3.87,27.8,14.6,14.6,30.0,1333.0,2.64,36.7,107.9,7.03,27.8,30.9,5.9,nan,28.0,8088.0
1550897189.0,14.3,13.1,27.5,28.2,0.0,3.88,26.6,0.0,3.87,27.7,14.5,14.5,30.0,1333.0,2.64,36.7,107.2,6.99,27.7,31.0,5.9,nan,28.0,8090.0
1550897310.0,14.3,13.1,27.2,27.8,0.0,3.87,26.7,0.0,3.87,27.7,14.6,14.6,30.0,1333.0,2.62,36.5,107.4,6.96,27.7,30.6,5.9,nan,28.0,8092.0
1550897430.0,14.3,13.1,27.5,28.0,0.0,3.87,26.7,0.0,3.87,28.0,14.5,14.5,30.0,1333.0,2.62,36.6,108.8,7.06,28.0,31.0,6.0,nan,28.0,8094.0
1550897550.0,14.3,13.1,27.8,28.4,0.0,3.87,26.7,0.0,3.86,28.2,14.5,14.6,30.0,1333.0,2.66,36.8,108.6,7.12,28.2,31.2,5.9,nan,28.0,8096.0
1550897671.0,14.3,13.1,27.5,28.1,0.0,3.87,26.7,0.0,3.86,27.8,14.5,14.6,30.0,1333.0,2.64,36.7,107.6,6.99,27.8,30.9,5.9,nan,28.0,8098.0
1550897791.0,14.2,13.1,28.0,28.5,0.0,3.87,26.7,0.0,3.86,28.2,14.3,14.5,30.0,1333.0,2.65,36.9,108.4,7.13,28.2,31.3,5.9,nan,28.0,8100.0
1550898519.0,14.2,13.1,28.1,28.6,0.0,3.84,26.7,0.0,3.84,28.2,14.5,14.5,30.0,1333.0,2.66,36.9,109.2,7.17,28.2,31.5,6.3,nan,28.0,8108.0
1550898640.0,14.2,13.1,28.0,28.6,0.0,3.87,26.7,0.0,3.84,28.1,14.3,14.5,30.0,1333.0,2.69,36.9,108.8,7.09,28.1,31.2,6.2,nan,28.0,8110.0
1550898760.0,14.1,13.0,27.9,28.5,0.0,3.82,26.7,0.0,3.83,28.1,14.5,14.2,30.0,1333.0,2.65,36.8,109.3,7.13,28.1,31.4,6.1,nan,28.0,8112.0
1550898881.0,14.1,13.0,27.6,28.2,0.0,3.86,26.7,0.0,3.84,27.9,14.2,14.2,30.0,1333.0,2.65,36.6,107.9,7.06,27.9,30.8,6.0,nan,28.0,8114.0
1550899001.0,14.1,13.0,27.6,28.2,0.0,3.84,26.8,0.0,3.82,28.1,14.3,14.5,30.0,1333.0,2.65,36.6,107.6,7.07,28.1,31.3,5.9,nan,28.0,8116.0
1550900820.0,15.5,14.6,25.1,25.9,0.0,4.06,26.6,0.0,4.07,25.7,15.7,15.5,30.0,1402.0,3.23,34.2,100.1,6.5,25.7,28.5,10.1,nan,28.0,8126.0
1550900941.0,15.2,14.2,25.6,26.3,0.0,3.99,26.6,0.0,4.04,26.7,15.4,15.2,30.0,1333.0,2.82,34.9,103.4,6.72,26.7,29.5,6.9,nan,28.0,8128.0
1550901061.0,15.1,13.6,25.7,26.3,0.0,3.97,26.6,0.0,3.99,26.9,15.4,15.2,30.0,1333.0,2.51,36.2,103.9,6.65,26.9,29.3,4.7,nan,28.0,8130.0
1550901181.0,15.0,13.7,25.8,26.5,0.0,3.96,26.6,0.0,3.99,26.7,15.2,15.2,30.0,1360.0,2.65,36.0,104.1,6.67,26.7,29.5,5.9,nan,28.0,8132.0
1550901910.0,14.6,13.3,26.3,27.0,0.0,3.92,26.6,0.0,3.92,30.0,14.8,14.8,33.0,1390.0,2.55,37.1,106.5,6.82,30.0,30.0,5.3,nan,28.0,8140.0
1550902031.0,14.6,13.2,26.1,26.8,0.0,3.92,26.6,0.0,3.92,28.5,14.8,14.8,30.0,1390.0,2.59,37.0,106.4,6.86,28.5,29.9,5.8,nan,28.0,8142.0
1550902151.0,14.5,13.4,26.5,27.1,0.0,3.91,26.6,0.0,3.89,27.1,14.6,14.6,30.0,1333.0,2.76,36.0,106.0,6.81,27.1,30.0,6.5,nan,28.0,8144.0
1550902271.0,14.4,13.1,26.1,26.8,0.0,3.86,26.6,0.0,3.87,26.9,14.6,14.6,30.0,1333.0,2.56,36.3,104.9,6.72,26.9,29.7,5.3,nan,28.0,8146.0
