time,冰水入口溫度,冰水出口溫度,冷卻水入口溫度,冷卻水出口溫度,右機LEV開度Step,右機低壓,右機吐出溫度,右機電流,右機高壓,右耗電,右飽和冷凝溫度,右飽和蒸發溫度,壓縮機頻率,左機LEV開度Step,左機低壓,左機吐出溫度,左機電流,左機高壓,左耗電,左飽和冷凝溫度,左飽和蒸發溫度,設溫,開機次數,運轉時間
1550115303.0,23.0,20.2,24.1,25.2,0.0,5.33,26.1,0.0,5.36,56.6,23.5,22.9,57.0,1756.0,2.66,44.8,117.1,7.26,56.6,30.4,6.1,nan,21.0,5462.0
1550115423.0,22.2,19.4,26.0,27.3,0.0,5.15,25.8,0.0,5.16,66.7,22.0,22.0,63.0,1756.0,2.52,48.1,124.8,7.74,66.7,34.1,4.9,nan,21.0,5464.0
1550115544.0,21.4,18.7,28.0,29.3,0.0,4.99,25.7,0.0,5.01,77.5,21.3,21.1,69.0,1768.0,2.4,51.1,132.9,8.33,77.5,36.4,4.3,nan,21.0,5466.0
1550116273.0,16.9,15.2,27.2,28.9,0.0,4.25,25.5,0.0,4.25,72.7,16.7,16.7,66.0,2110.0,2.96,44.9,129.6,7.94,72.7,34.7,8.1,nan,21.0,5474.0
1550116393.0,16.3,14.5,29.6,31.2,0.0,4.02,25.5,0.0,4.09,66.8,15.8,15.5,60.0,2079.0,3.13,44.9,130.9,8.4,66.8,36.5,9.4,nan,21.0,5476.0
1550116513.0,15.8,14.4,30.7,31.9,0.0,3.99,25.5,0.0,3.99,51.2,15.4,15.2,48.0,1950.0,3.22,43.2,124.3,8.31,51.2,36.5,9.7,nan,21.0,5478.0
1550116634.0,15.4,14.6,30.8,32.0,0.0,3.99,25.6,0.0,4.01,44.2,15.4,15.4,36.0,1684.0,3.21,41.0,116.0,7.65,44.2,33.2,10.1,nan,21.0,5480.0
1550117363.0,15.8,14.5,29.7,30.3,0.0,4.09,25.8,0.0,4.09,29.9,15.8,15.8,30.0,1333.0,2.82,39.2,115.9,7.57,29.9,33.2,7.3,nan,21.0,5488.0
1550117483.0,15.9,14.6,30.0,30.7,0.0,4.08,25.8,0.0,4.08,30.2,15.8,15.8,30.0,1333.0,2.85,39.4,116.8,7.68,30.2,33.7,7.7,nan,21.0,5490.0
1550117603.0,16.0,14.7,30.6,31.3,0.0,4.12,25.9,0.0,4.1,30.6,15.8,15.8,30.0,1333.0,2.9,39.7,118.0,7.8,30.6,34.1,7.7,nan,21.0,5492.0
1550117724.0,16.0,14.8,31.2,31.8,0.0,4.12,25.9,0.0,4.12,30.9,16.0,16.1,30.0,1333.0,2.91,39.9,118.9,7.9,30.9,34.7,8.1,nan,21.0,5494.0
1550118452.0,16.3,14.8,29.4,29.9,0.0,4.17,26.2,0.0,4.14,29.7,16.1,16.3,30.0,1337.0,2.81,39.0,114.2,7.47,29.7,33.0,7.3,nan,21.0,5502.0
1550118572.0,16.3,14.9,29.7,30.3,0.0,4.14,26.2,0.0,4.15,30.0,16.3,16.4,30.0,1333.0,2.81,39.3,115.4,7.58,30.0,33.3,7.3,nan,21.0,5504.0
1550118693.0,16.4,14.9,30.1,30.7,0.0,4.18,26.3,0.0,4.17,30.3,16.2,16.4,30.0,1333.0,2.86,39.5,116.7,7.72,30.3,33.8,7.6,nan,21.0,5506.0
1550118814.0,16.4,15.0,30.4,31.1,0.0,4.18,26.3,0.0,4.17,30.5,16.4,16.4,30.0,1333.0,2.9,39.6,117.3,7.74,30.5,34.1,7.9,nan,21.0,5508.0
1550118934.0,16.4,15.1,31.0,31.7,0.0,4.19,26.4,0.0,4.18,30.7,16.3,16.3,30.0,1333.0,2.91,39.9,118.9,7.89,30.7,34.4,8.0,nan,21.0,5510.0
1550119663.0,16.5,15.0,29.1,29.6,0.0,4.2,26.6,0.0,4.19,29.1,16.4,16.4,30.0,1344.0,2.85,38.9,113.2,7.47,29.1,32.7,7.3,nan,21.0,5518.0
1550119783.0,16.5,15.0,29.3,29.8,0.0,4.2,26.6,0.0,4.18,30.0,16.4,16.5,30.0,1333.0,2.85,39.0,114.0,7.52,30.0,33.4,7.9,nan,21.0,5520.0
1550119904.0,16.5,15.0,29.9,30.6,0.0,4.2,26.7,0.0,4.19,30.2,16.4,16.5,30.0,1333.0,2.86,39.4,115.8,7.68,30.2,33.6,7.3,nan,21.0,5522.0
1550120024.0,16.5,15.0,30.2,30.9,0.0,4.2,26.7,0.0,4.19,30.4,16.5,16.5,30.0,1333.0,2.87,39.6,116.8,7.73,30.4,34.1,7.7,nan,21.0,5524.0
1550120753.0,16.5,15.0,28.8,29.3,0.0,4.2,26.9,0.0,4.19,29.4,16.4,16.6,30.0,1341.0,2.78,38.8,113.2,7.38,29.4,32.7,7.1,nan,21.0,5532.0
1550120873.0,16.5,15.1,29.4,30.0,0.0,4.22,26.9,0.0,4.19,29.4,16.5,16.4,30.0,1341.0,2.82,39.1,114.5,7.49,29.4,33.1,7.3,nan,21.0,5534.0
1550120994.0,16.6,15.1,29.9,30.6,0.0,4.2,27.0,0.0,4.18,30.4,16.4,16.4,30.0,1333.0,2.87,39.4,115.8,7.68,30.4,33.6,7.7,nan,21.0,5536.0
1550121114.0,16.6,15.1,30.3,30.9,0.0,4.18,27.0,0.0,4.19,30.4,16.4,16.4,30.0,1333.0,2.86,39.6,116.5,7.73,30.4,34.0,7.3,nan,21.0,5538.0
1550121843.0,16.6,15.0,28.9,29.4,0.0,4.19,27.2,0.0,4.2,29.2,16.5,16.7,30.0,1348.0,2.85,38.8,112.5,7.42,29.2,32.5,7.5,nan,21.0,5546.0
1550121963.0,16.6,15.1,29.4,30.0,0.0,4.19,27.2,0.0,4.19,29.7,16.4,16.6,30.0,1333.0,2.83,39.0,114.2,7.5,29.7,33.1,7.5,nan,21.0,5548.0
1550122084.0,16.6,15.1,30.0,30.6,0.0,4.2,27.2,0.0,4.19,30.0,16.4,16.6,30.0,1333.0,2.85,39.5,116.3,7.73,30.0,33.6,7.3,nan,21.0,5550.0
1550122204.0,16.6,15.1,30.6,31.2,0.0,4.22,27.2,0.0,4.19,30.4,16.4,16.4,30.0,1333.0,2.88,39.8,117.7,7.78,30.4,34.2,7.7,nan,21.0,5552.0
1550122948.0,16.6,15.1,29.3,29.9,0.0,4.18,27.4,0.0,4.19,29.7,16.5,16.4,30.0,1348.0,2.86,39.0,114.2,7.52,29.7,33.0,7.7,nan,21.0,5560.0
1550123069.0,16.6,15.1,29.6,30.2,0.0,4.22,27.4,0.0,4.19,30.0,16.5,16.4,30.0,1333.0,2.81,39.2,115.2,7.6,30.0,33.6,7.3,nan,21.0,5562.0
1550123189.0,16.6,15.1,30.4,31.0,0.0,4.19,27.4,0.0,4.2,30.3,16.5,16.6,30.0,1333.0,2.85,39.7,117.2,7.78,30.3,34.1,7.5,nan,21.0,5564.0
1550123309.0,16.6,15.2,30.9,31.5,0.0,4.22,27.4,0.0,4.2,30.8,16.7,16.7,30.0,1333.0,2.9,39.9,117.9,7.83,30.8,34.4,8.0,nan,21.0,5566.0
1550124049.0,16.6,15.1,29.5,30.1,0.0,4.22,27.5,0.0,4.2,29.8,16.6,16.6,30.0,1333.0,2.8,39.2,115.0,7.55,29.8,33.2,7.2,nan,21.0,5574.0
1550124169.0,16.6,15.1,30.0,30.7,0.0,4.23,27.5,0.0,4.22,30.2,16.7,16.7,30.0,1333.0,2.85,39.5,116.8,7.7,30.2,33.8,7.5,nan,21.0,5576.0
1550124291.0,16.6,15.2,30.6,31.3,0.0,4.22,27.5,0.0,4.22,30.3,16.6,16.7,30.0,1333.0,2.88,39.8,117.9,7.79,30.3,34.3,7.9,nan,21.0,5578.0
1550124409.0,16.7,15.2,29.3,30.3,0.0,4.19,27.6,0.0,4.2,29.1,16.5,16.7,30.0,1333.0,2.82,39.4,111.2,7.23,29.1,32.0,7.2,nan,21.0,5580.0
1550125159.0,16.7,15.2,29.5,30.0,0.0,4.23,27.6,0.0,4.23,29.6,16.5,16.7,30.0,1344.0,2.83,39.1,114.6,7.54,29.6,33.1,7.3,nan,21.0,5588.0
1550125279.0,16.7,15.2,29.8,30.5,0.0,4.22,27.7,0.0,4.22,29.8,16.7,16.5,30.0,1333.0,2.85,39.4,115.6,7.65,29.8,33.6,7.5,nan,21.0,5590.0
1550125400.0,16.7,15.2,30.4,31.1,0.0,4.23,27.7,0.0,4.2,30.3,16.6,16.7,30.0,1333.0,2.87,39.8,117.4,7.78,30.3,34.1,7.7,nan,21.0,5592.0
1550125520.0,16.7,15.2,30.7,31.3,0.0,4.23,27.7,0.0,4.22,30.6,16.6,16.6,30.0,1333.0,2.9,39.9,118.3,7.84,30.6,34.1,7.9,nan,21.0,5594.0
1550126259.0,16.7,15.1,28.4,29.0,0.0,4.23,27.8,0.0,4.22,29.2,16.7,16.7,30.0,1356.0,2.81,38.5,111.4,7.31,29.2,32.5,7.5,nan,21.0,5602.0
1550126380.0,16.7,15.1,29.2,29.7,0.0,4.23,27.8,0.0,4.23,29.6,16.6,16.4,30.0,1333.0,2.81,39.0,114.0,7.53,29.6,33.0,7.2,nan,21.0,5604.0
1550126500.0,16.7,15.1,29.7,30.3,0.0,4.22,27.8,0.0,4.2,29.8,16.5,16.6,30.0,1333.0,2.8,39.3,115.4,7.6,29.8,33.3,7.1,nan,21.0,5606.0
1550126620.0,16.7,15.1,29.7,30.4,0.0,4.22,27.8,0.0,4.2,30.0,16.5,16.6,30.0,1333.0,2.81,39.4,115.8,7.58,30.0,33.3,7.2,nan,21.0,5608.0
1550127354.0,16.7,15.2,26.8,27.3,0.0,4.2,27.9,0.0,4.19,27.8,16.5,16.5,30.0,1394.0,2.91,37.6,107.8,7.01,27.8,30.9,7.7,nan,21.0,5616.0
1550127475.0,16.6,15.1,27.2,27.9,0.0,4.22,27.9,0.0,4.19,27.9,16.5,16.6,30.0,1348.0,2.76,37.8,108.1,6.99,27.9,30.8,6.9,nan,21.0,5618.0
1550127595.0,16.6,15.0,27.8,28.3,0.0,4.22,27.9,0.0,4.2,28.6,16.4,16.4,30.0,1348.0,2.72,38.3,110.2,7.14,28.6,31.4,6.5,nan,21.0,5620.0
1550127715.0,16.6,15.0,28.3,28.9,0.0,4.2,28.0,0.0,4.19,28.9,16.4,16.6,30.0,1348.0,2.78,38.6,111.6,7.28,28.9,31.9,6.9,nan,21.0,5622.0
