time,冰水入口溫度,冰水出口溫度,冷卻水入口溫度,冷卻水出口溫度,右機LEV開度Step,右機低壓,右機吐出溫度,右機電流,右機高壓,右耗電,右飽和冷凝溫度,右飽和蒸發溫度,壓縮機頻率,左機LEV開度Step,左機低壓,左機吐出溫度,左機電流,左機高壓,左耗電,左飽和冷凝溫度,左飽和蒸發溫度,設溫,開機次數,運轉時間
1548297972.0,21.8,18.8,20.7,21.9,0.0,5.04,27.1,0.0,5.11,48.3,21.6,21.4,57.0,1706.0,2.36,42.7,108.3,6.45,48.3,28.3,3.5,nan,11.0,2602.0
1548298706.0,16.9,14.9,30.5,32.4,0.0,4.25,26.1,0.0,4.96,89.9,21.1,16.9,75.0,2202.0,3.08,49.9,141.2,9.1,89.9,38.9,8.8,nan,11.0,2610.0
1548298827.0,16.1,14.4,30.9,32.7,0.0,4.07,25.9,0.0,4.32,71.9,17.3,15.8,63.0,2202.0,3.08,47.9,134.2,8.65,71.9,37.5,9.1,nan,11.0,2612.0
1548298947.0,15.5,14.2,31.1,32.4,0.0,4.01,25.8,0.0,4.06,55.2,15.7,15.5,51.0,2167.0,3.1,45.0,126.8,8.43,55.2,36.5,9.4,nan,11.0,2614.0
1548299067.0,15.1,14.2,31.0,32.1,0.0,4.01,25.8,0.0,4.02,40.0,15.5,15.4,39.0,2090.0,3.18,42.5,118.7,7.9,40.0,35.3,10.0,nan,11.0,2616.0
1548299796.0,15.1,14.0,29.2,29.8,0.0,4.04,25.8,0.0,4.06,29.3,15.7,15.5,30.0,1333.0,2.8,38.7,112.5,7.41,29.3,32.3,7.1,nan,11.0,2624.0
1548299916.0,15.1,13.9,28.5,29.0,0.0,4.07,25.8,0.0,4.07,28.8,15.7,15.5,30.0,1333.0,2.71,38.3,112.0,7.32,28.8,32.3,6.5,nan,11.0,2626.0
1548300037.0,15.2,14.0,28.6,29.2,0.0,4.07,25.8,0.0,4.07,28.8,15.7,15.7,30.0,1333.0,2.71,38.4,111.0,7.24,28.8,31.9,6.5,nan,11.0,2628.0
1548300157.0,15.3,14.0,28.5,29.1,0.0,4.07,25.9,0.0,4.07,28.5,15.8,15.7,30.0,1333.0,2.72,38.4,110.9,7.26,28.5,31.5,6.3,nan,11.0,2630.0
1548300886.0,15.5,14.0,26.6,27.3,0.0,4.09,26.0,0.0,4.08,27.8,15.8,15.9,30.0,1348.0,2.62,37.5,106.3,6.81,27.8,30.4,5.8,nan,11.0,2638.0
1548301006.0,15.5,14.1,26.9,27.5,0.0,4.1,26.0,0.0,4.09,27.1,15.8,15.8,30.0,1348.0,2.66,37.4,106.9,6.93,27.1,29.5,5.8,nan,11.0,2640.0
1548301126.0,15.6,14.1,26.8,27.4,0.0,4.08,26.0,0.0,4.09,27.6,15.8,15.9,30.0,1348.0,2.69,37.2,107.1,6.89,27.6,30.2,6.1,nan,11.0,2642.0
1548301247.0,15.6,14.1,26.5,27.2,0.0,4.09,26.1,0.0,4.09,27.7,15.8,15.8,30.0,1348.0,2.65,37.1,106.0,6.83,27.7,30.4,6.0,nan,11.0,2644.0
