time,冰水入口溫度,冰水出口溫度,冷卻水入口溫度,冷卻水出口溫度,右機LEV開度Step,右機低壓,右機吐出溫度,右機電流,右機高壓,右耗電,右飽和冷凝溫度,右飽和蒸發溫度,壓縮機頻率,左機LEV開度Step,左機低壓,左機吐出溫度,左機電流,左機高壓,左耗電,左飽和冷凝溫度,左飽和蒸發溫度,設溫,開機次數,運轉時間
1555986413.0,16.0,15.1,30.6,31.7,0.0,4.12,45.3,0.0,6.83,0.0,30.4,16.1,36.0,1661.0,3.33,41.5,116.1,7.62,36.6,33.6,10.9,15.0,70.0,22502.0
1555986533.0,16.1,15.2,29.1,30.0,0.0,4.13,44.3,0.0,6.53,0.0,28.8,16.1,36.0,1535.0,3.28,39.7,112.9,7.38,34.9,32.4,10.7,15.0,70.0,22504.0
1555986654.0,16.2,14.9,28.5,29.3,0.0,4.25,43.5,0.0,6.33,0.0,27.7,16.6,36.0,1417.0,2.91,39.5,111.4,7.23,34.4,31.8,7.6,15.0,70.0,22506.0
1555986774.0,16.3,15.0,27.8,28.5,0.0,4.25,42.7,0.0,6.2,0.0,27.0,16.9,30.0,1371.0,2.95,38.6,108.0,6.94,27.8,30.6,8.0,15.0,70.0,22508.0
1555987102.0,16.9,15.2,27.0,27.7,0.0,4.35,40.5,0.0,5.94,0.0,26.0,17.5,30.0,1371.0,2.77,38.2,106.3,6.82,27.5,30.0,6.9,15.0,70.0,22510.0
1555987222.0,17.1,15.3,26.9,27.5,0.0,4.39,39.9,0.0,5.86,0.0,25.5,17.5,30.0,1371.0,2.76,38.1,105.8,6.78,27.3,29.8,6.8,15.0,70.0,22512.0
1555987343.0,17.2,15.4,26.9,27.5,0.0,4.4,39.3,0.0,5.81,0.0,25.3,17.8,30.0,1371.0,2.78,38.1,106.2,6.81,27.3,30.0,6.9,15.0,70.0,22514.0
1555987463.0,17.3,15.6,26.9,27.5,0.0,4.44,38.9,0.0,5.84,0.0,25.3,17.9,30.0,1394.0,2.85,38.0,105.9,6.81,27.2,30.0,7.7,15.0,70.0,22516.0
1555987584.0,17.4,15.8,26.9,27.5,0.0,4.48,38.3,0.0,5.77,0.0,25.1,18.1,30.0,1394.0,2.92,37.7,105.8,6.83,27.4,30.0,7.9,15.0,70.0,22518.0
1555987704.0,17.5,15.9,26.9,27.6,0.0,4.47,37.8,0.0,5.7,0.0,24.7,18.1,30.0,1394.0,2.91,37.7,106.0,6.83,27.4,30.0,8.0,15.0,70.0,22520.0
1555987825.0,17.6,16.0,26.9,27.5,0.0,4.5,37.4,0.0,5.72,0.0,24.7,18.2,30.0,1394.0,2.91,37.7,105.9,6.84,27.4,30.0,8.0,15.0,70.0,22522.0
1555987945.0,17.7,15.8,26.9,27.6,0.0,4.52,37.0,0.0,5.71,0.0,24.8,18.4,33.0,1449.0,2.78,38.7,106.9,6.86,30.4,30.1,6.5,15.0,70.0,22524.0
1555988065.0,17.8,16.1,27.0,27.8,0.0,4.53,36.6,0.0,5.59,0.0,24.2,18.2,36.0,1466.0,2.87,38.5,109.3,6.98,33.6,30.6,7.2,15.0,70.0,22526.0
1555988186.0,17.8,16.0,27.1,27.9,0.0,4.52,36.2,0.0,5.65,0.0,24.5,18.4,36.0,1520.0,2.88,39.2,108.6,7.01,33.5,30.7,7.7,15.0,70.0,22528.0
1555988306.0,17.8,15.9,27.3,28.2,0.0,4.49,35.9,0.0,5.69,0.0,24.8,18.5,39.0,1520.0,2.77,39.5,109.8,7.07,36.6,31.1,6.5,15.0,70.0,22530.0
1555988427.0,17.7,16.0,27.3,28.3,0.0,4.53,35.5,0.0,5.72,0.0,24.8,18.5,42.0,1569.0,2.81,39.4,109.9,7.16,39.6,31.4,7.3,15.0,70.0,22532.0
1555988550.0,17.6,15.9,27.3,28.3,0.0,4.5,35.3,0.0,5.74,0.0,25.0,18.2,42.0,1623.0,2.91,39.7,110.4,7.14,39.6,31.4,8.0,15.0,70.0,22534.0
1555988668.0,17.6,16.0,27.4,28.4,0.0,4.49,35.0,0.0,5.7,0.0,24.8,18.3,42.0,1623.0,2.9,39.4,110.1,7.14,39.6,31.5,7.9,15.0,70.0,22536.0
1555988788.0,17.5,15.9,27.5,28.5,0.0,4.48,34.7,0.0,5.13,0.0,22.1,18.1,42.0,1623.0,2.91,39.3,110.5,7.19,39.6,31.5,8.0,15.0,70.0,22538.0
1555989082.0,17.3,15.7,27.6,28.6,0.0,4.43,34.0,0.0,4.47,0.0,18.1,17.7,42.0,1623.0,2.91,39.1,110.5,7.18,39.8,31.5,8.0,15.0,70.0,22540.0
