time,冰水入口溫度,冰水出口溫度,冷卻水入口溫度,冷卻水出口溫度,右機LEV開度Step,右機低壓,右機吐出溫度,右機電流,右機高壓,右耗電,右飽和冷凝溫度,右飽和蒸發溫度,壓縮機頻率,左機LEV開度Step,左機低壓,左機吐出溫度,左機電流,左機高壓,左耗電,左飽和冷凝溫度,左飽和蒸發溫度,設溫,開機次數,運轉時間
1554168542.0,16.0,14.2,22.5,23.5,0.0,4.15,24.3,0.0,4.14,41.4,16.1,16.3,48.0,1729.0,2.57,39.9,103.7,6.25,41.4,27.2,4.8,nan,55.0,16520.0
1554169281.0,15.5,14.2,27.1,27.7,0.0,4.08,24.4,0.0,4.07,27.5,15.8,15.8,30.0,1375.0,2.75,37.3,106.5,6.83,27.5,30.0,6.8,nan,55.0,16528.0
1554169401.0,15.6,14.3,27.5,28.1,0.0,4.09,24.4,0.0,4.09,27.6,15.8,15.8,30.0,1375.0,2.8,37.4,107.3,6.89,27.6,30.4,7.1,nan,55.0,16530.0
1554169522.0,15.6,14.2,27.6,28.3,0.0,4.08,24.5,0.0,4.09,27.9,15.8,15.8,30.0,1348.0,2.71,37.7,107.6,6.91,27.9,30.4,6.2,nan,55.0,16532.0
1554169642.0,15.7,14.3,28.2,28.8,0.0,4.08,24.5,0.0,4.09,28.3,15.8,15.8,30.0,1348.0,2.73,38.0,109.3,7.08,28.3,31.2,6.5,nan,55.0,16534.0
1554170392.0,15.9,14.5,29.7,30.2,0.0,4.12,24.8,0.0,4.1,29.4,15.8,16.0,30.0,1333.0,2.75,38.8,113.1,7.44,29.4,32.6,6.8,nan,55.0,16542.0
1554170512.0,15.9,14.5,29.8,30.4,0.0,4.08,24.9,0.0,4.1,29.3,16.1,16.0,30.0,1333.0,2.77,38.9,113.6,7.43,29.3,32.6,6.9,nan,55.0,16544.0
1554170633.0,15.9,14.5,29.9,30.5,0.0,4.12,24.9,0.0,4.1,29.4,15.9,16.0,30.0,1333.0,2.75,39.0,113.7,7.43,29.4,32.6,6.9,nan,55.0,16546.0
1554170753.0,16.0,14.5,30.1,30.8,0.0,4.13,25.0,0.0,4.1,29.7,15.9,16.1,30.0,1333.0,2.78,39.1,114.2,7.48,29.7,32.7,6.8,nan,55.0,16548.0
1554171503.0,16.0,14.6,30.8,31.4,0.0,4.1,25.4,0.0,4.12,30.2,16.1,16.1,30.0,1333.0,2.81,39.5,116.7,7.69,30.2,33.6,7.5,nan,55.0,16556.0
1554171623.0,16.0,14.7,31.0,31.7,0.0,4.13,25.5,0.0,4.12,30.1,16.0,16.1,30.0,1333.0,2.82,39.6,115.7,7.64,30.1,33.5,7.7,nan,55.0,16558.0
1554171743.0,16.0,14.7,31.2,31.8,0.0,4.12,25.5,0.0,4.12,30.4,16.0,16.1,30.0,1333.0,2.86,39.7,117.4,7.78,30.4,34.0,7.5,nan,55.0,16560.0
