time,冰水入口溫度,冰水出口溫度,冷卻水入口溫度,冷卻水出口溫度,右機LEV開度Step,右機低壓,右機吐出溫度,右機電流,右機高壓,右耗電,右飽和冷凝溫度,右飽和蒸發溫度,壓縮機頻率,左機LEV開度Step,左機低壓,左機吐出溫度,左機電流,左機高壓,左耗電,左飽和冷凝溫度,左飽和蒸發溫度,設溫,開機次數,運轉時間
1558399320.0,21.2,18.7,26.4,27.8,0.0,5.01,27.4,0.0,5.01,0.0,20.9,20.7,60.0,1783.0,2.71,45.5,118.5,7.43,61.3,33.1,5.1,15.0,85.0,28472.0
1558399503.0,20.0,17.3,28.6,30.0,0.0,4.79,27.4,0.0,4.8,0.0,20.2,20.1,72.0,1783.0,2.35,50.8,129.1,8.09,78.0,35.0,3.6,15.0,85.0,28474.0
1558399682.0,19.1,17.4,31.1,33.0,0.0,4.64,27.4,0.0,4.65,0.0,19.5,19.1,72.0,2124.0,3.18,50.8,140.1,9.05,85.1,38.9,9.7,15.0,85.0,28476.0
1558399867.0,18.3,16.5,28.9,30.9,0.0,4.48,27.5,0.0,4.49,0.0,18.5,18.5,75.0,2171.0,3.11,49.2,134.9,8.38,85.3,36.2,9.5,15.0,85.0,28478.0
1558400046.0,17.6,15.7,27.7,29.7,0.0,4.35,27.5,0.0,4.39,0.0,17.4,17.3,78.0,2259.0,3.02,49.0,138.5,8.19,88.6,35.5,8.5,15.0,85.0,28480.0
1558400232.0,16.8,14.8,27.0,29.0,0.0,4.19,27.6,0.0,4.19,0.0,16.3,16.4,72.0,2270.0,3.01,47.4,128.1,7.82,78.1,34.1,8.7,15.0,85.0,28482.0
1558400415.0,16.1,14.4,29.6,31.2,0.0,4.01,27.6,0.0,3.99,0.0,15.5,15.2,54.0,2072.0,3.25,43.9,124.7,8.05,57.4,35.3,10.2,15.0,85.0,28484.0
1558400589.0,16.0,14.9,31.0,32.3,0.0,3.99,27.8,0.0,4.02,0.0,15.4,15.2,36.0,1786.0,3.41,41.1,115.6,7.72,36.0,33.2,11.2,15.0,85.0,28486.0
1558400640.0,16.0,15.0,29.2,30.5,0.0,4.02,27.8,0.0,4.02,0.0,15.4,15.2,36.0,1786.0,3.36,39.5,110.6,7.24,34.5,31.6,11.3,15.0,85.0,28488.0
1558400814.0,16.3,15.1,26.6,27.7,0.0,4.07,28.0,0.0,4.08,0.0,15.8,16.0,36.0,1432.0,2.96,37.7,106.3,6.81,26.4,28.9,7.3,15.0,85.0,28490.0
1558400994.0,16.7,15.1,27.2,27.9,0.0,4.15,28.1,0.0,4.18,0.0,16.4,16.2,30.0,1367.0,2.81,37.9,107.4,6.91,27.7,30.4,7.6,15.0,85.0,28492.0
1558401175.0,17.0,15.3,27.6,28.2,0.0,4.23,28.2,0.0,4.23,0.0,16.7,16.7,30.0,1367.0,2.85,38.2,107.5,6.98,27.8,30.7,7.2,15.0,85.0,28494.0
1558401356.0,17.5,15.7,27.5,28.2,0.0,4.27,28.3,0.0,4.32,0.0,17.0,16.9,30.0,1367.0,2.83,38.3,108.2,6.98,27.9,30.8,7.5,15.0,85.0,28496.0
1558401537.0,17.8,16.0,27.6,28.2,0.0,4.3,28.4,0.0,4.34,0.0,17.4,17.3,30.0,1386.0,2.85,38.4,108.8,7.09,28.2,31.4,8.1,15.0,85.0,28498.0
1558401717.0,18.0,16.3,28.1,28.7,0.0,4.39,28.4,0.0,4.39,0.0,17.6,17.3,36.0,1443.0,2.86,39.3,111.7,7.26,34.6,31.2,6.4,15.0,85.0,28500.0
1558401897.0,18.1,16.0,28.0,28.8,0.0,4.42,28.4,0.0,4.4,0.0,17.6,17.6,45.0,1588.0,2.67,40.3,111.9,7.23,44.0,32.9,6.7,15.0,85.0,28502.0
1558402077.0,18.1,16.1,28.3,29.4,0.0,4.43,28.4,0.0,4.42,0.0,17.7,17.7,48.0,1722.0,2.83,42.3,119.1,7.68,54.8,34.0,7.1,15.0,85.0,28504.0
1558402257.0,17.9,16.1,29.4,30.7,0.0,4.38,28.5,0.0,4.4,0.0,17.6,17.5,58.1,1828.0,2.93,44.0,125.1,8.16,65.1,34.9,7.5,15.0,85.0,28506.0
1558402439.0,17.5,15.6,29.9,31.8,0.0,4.3,28.5,0.0,4.35,0.0,17.5,17.3,60.0,1847.0,2.76,45.2,124.9,7.98,64.3,35.5,6.9,15.0,85.0,28508.0
1558402619.0,17.1,15.4,27.2,28.8,0.0,4.27,28.6,0.0,4.29,0.0,17.0,16.8,60.0,1943.0,2.81,43.3,120.5,7.44,61.4,32.7,7.2,15.0,85.0,28510.0
1558402836.0,16.7,15.2,28.4,29.8,0.0,4.25,28.6,0.0,4.25,0.0,16.7,16.8,60.0,1935.0,2.93,43.3,124.8,7.92,63.5,34.5,8.3,15.0,85.0,28512.0
1558403009.0,16.4,15.0,29.3,30.8,0.0,4.2,28.7,0.0,4.18,0.0,16.4,16.4,54.0,1935.0,3.05,43.3,121.9,7.88,56.1,34.5,9.1,15.0,85.0,28514.0
1558403189.0,16.3,14.9,29.9,31.3,0.0,4.18,28.7,0.0,4.17,0.0,16.4,16.4,48.0,1828.0,2.98,42.4,119.2,7.92,48.8,34.6,8.6,15.0,85.0,28516.0
1558403369.0,16.3,15.0,28.7,29.9,0.0,4.18,28.8,0.0,4.19,0.0,16.2,16.1,42.0,1600.0,2.97,39.7,112.1,7.32,39.9,32.0,8.3,15.0,85.0,28518.0
1558403550.0,16.4,15.0,26.0,26.8,0.0,4.23,29.0,0.0,4.19,0.0,16.4,16.3,36.0,1527.0,2.91,37.7,107.2,6.91,32.7,29.8,8.0,15.0,85.0,28520.0
1558403730.0,16.6,15.0,27.4,28.2,0.0,4.24,29.0,0.0,4.23,0.0,16.6,16.6,36.0,1482.0,2.81,38.7,109.3,7.12,33.7,31.4,7.3,15.0,85.0,28522.0
1558403946.0,17.0,15.3,28.0,28.9,0.0,4.27,29.0,0.0,4.24,0.0,16.7,16.8,36.0,1482.0,2.83,39.2,110.2,7.19,34.2,32.1,7.6,15.0,85.0,28524.0
1558404120.0,17.1,15.5,28.7,29.5,0.0,4.27,29.1,0.0,4.28,0.0,16.8,16.8,36.0,1482.0,2.92,39.5,112.7,7.41,34.9,32.4,7.7,15.0,85.0,28526.0
1558404301.0,17.3,15.7,29.3,30.0,0.0,4.28,29.1,0.0,4.29,0.0,17.0,17.1,36.0,1482.0,2.93,39.8,114.8,7.58,35.4,33.2,8.0,15.0,85.0,28528.0
1558404482.0,17.4,15.8,29.5,30.4,0.0,4.3,29.2,0.0,4.32,0.0,17.2,17.1,36.0,1455.0,2.9,40.1,114.1,7.5,35.2,33.0,8.0,15.0,85.0,28530.0
1558404662.0,17.5,15.8,29.5,30.4,0.0,4.32,29.2,0.0,4.33,0.0,17.3,17.3,36.0,1455.0,2.81,40.6,114.9,7.58,35.5,33.1,7.3,15.0,85.0,28532.0
1558404842.0,17.7,15.9,29.5,30.4,0.0,4.32,29.3,0.0,4.38,0.0,17.4,17.3,36.0,1455.0,2.8,40.9,113.6,7.43,35.0,32.5,7.1,15.0,85.0,28534.0
1558405022.0,17.8,16.1,25.9,26.9,0.0,4.35,29.4,0.0,4.37,0.0,17.5,17.3,39.0,1550.0,2.85,38.7,108.0,6.83,35.8,30.0,7.3,15.0,85.0,28536.0
1558405202.0,17.8,15.9,27.0,28.0,0.0,4.37,29.4,0.0,4.4,0.0,17.6,17.4,42.0,1577.0,2.77,39.6,109.8,7.13,39.5,31.2,6.5,15.0,85.0,28538.0
1558405441.0,17.7,16.0,28.3,29.3,0.0,4.37,29.4,0.0,4.4,0.0,17.7,17.4,45.0,1649.0,2.9,40.6,114.3,7.5,43.7,32.8,8.0,15.0,85.0,28540.0
1558405621.0,17.6,15.7,29.4,30.6,0.0,4.35,29.4,0.0,4.39,0.0,17.5,17.5,48.0,1649.0,2.75,41.8,117.2,7.8,48.1,34.1,6.8,15.0,85.0,28542.0
1558405801.0,17.5,15.7,29.8,31.3,0.0,4.33,29.5,0.0,4.37,0.0,17.6,17.3,48.0,1668.0,2.77,42.3,116.9,7.74,47.4,35.3,8.0,15.0,85.0,28544.0
1558405981.0,17.4,15.7,26.6,28.0,0.0,4.33,29.5,0.0,4.35,0.0,17.3,17.2,48.0,1741.0,2.87,40.1,111.1,7.09,45.1,31.3,8.0,15.0,85.0,28546.0
1558406162.0,17.2,15.9,27.6,28.8,0.0,4.3,29.5,0.0,4.33,0.0,17.3,17.1,48.0,1718.0,3.03,39.9,115.2,7.44,47.0,32.6,8.7,15.0,85.0,28548.0
1558406342.0,17.1,15.6,28.9,30.0,0.0,4.25,29.6,0.0,4.29,0.0,17.2,17.0,48.0,1718.0,2.97,40.8,117.2,7.73,47.9,33.9,8.3,15.0,85.0,28550.0
1558406522.0,17.0,15.4,30.2,31.5,0.0,4.27,29.6,0.0,4.27,0.0,17.0,17.0,48.0,1653.0,2.88,41.7,118.4,7.9,48.9,35.0,8.0,15.0,85.0,28552.0
1558406702.0,16.9,15.0,26.8,28.1,0.0,4.27,29.7,0.0,4.25,0.0,16.8,16.9,48.0,1737.0,2.7,40.5,110.7,7.11,45.4,31.1,6.5,15.0,85.0,28554.0
