time,冰水入口溫度,冰水出口溫度,冷卻水入口溫度,冷卻水出口溫度,右機LEV開度Step,右機低壓,右機吐出溫度,右機電流,右機高壓,右耗電,右飽和冷凝溫度,右飽和蒸發溫度,壓縮機頻率,左機LEV開度Step,左機低壓,左機吐出溫度,左機電流,左機高壓,左耗電,左飽和冷凝溫度,左飽和蒸發溫度,設溫
1556121600,20.7,17.4,23.8,25.7,0,4.88,28.2,0,4.89,0,20.6,20.7,0,0,4.95,28.1,0,4.95,0,21,20.9,15
1556121720,20.7,17.4,23.8,25.7,0,4.9,28.2,0,4.9,0,20.5,20.5,0,0,4.98,28,0,4.98,0,20.9,20.9,15
1556121841,20.7,17.5,23.8,25.7,0,4.9,28.2,0,4.91,0,20.6,20.6,0,0,4.98,28,0,4.98,0,21,20.9,15
1556121961,20.7,17.5,23.8,25.7,0,4.9,28.2,0,4.9,0,20.6,20.6,0,0,5,28,0,4.98,0,21,20.9,15
1556122082,20.7,17.4,23.8,25.7,0,4.89,28.2,0,4.89,0,20.6,20.5,0,0,4.96,28,0,4.95,0,21,20.9,15
1556122202,20.7,17.4,23.8,25.7,0,4.89,28.2,0,4.89,0,20.8,20.5,0,0,4.96,28,0,4.99,0,21.1,20.9,15
1556122466,20.7,17.4,23.8,25.7,0,4.9,28.2,0,4.91,0,20.7,20.7,0,0,4.96,28,0,4.98,0,21.1,21,15
1556122585,20.7,17.5,23.8,25.7,0,4.89,28.1,0,4.91,0,20.6,20.5,0,0,4.98,28,0,4.98,0,21,20.9,15
1556122706,20.7,17.8,23.8,25.7,0,4.89,28.1,0,4.9,0,20.6,20.6,0,0,4.98,28,0,4.96,0,21.2,20.9,15
1556122826,20.7,17.8,23.8,25.6,0,4.9,28.1,0,4.91,0,20.7,20.5,0,0,4.98,28,0,4.98,0,21,21,15
1556122946,20.8,17.6,23.8,25.6,0,4.89,28.1,0,4.9,0,20.8,20.6,0,0,4.98,28,0,4.96,0,21.2,20.9,15
1556123066,20.8,17.6,23.8,25.6,0,4.89,28.1,0,4.9,0,20.6,20.5,0,0,4.96,28,0,4.99,0,20.9,20.9,15
1556123186,20.8,17.6,23.8,25.6,0,4.89,28.1,0,4.9,0,20.7,20.6,0,0,4.95,28,0,4.96,0,21.1,21,15
1556123307,20.8,17.7,23.8,25.6,0,4.89,28.1,0,4.9,0,20.6,20.5,0,0,4.96,28,0,4.96,0,20.9,20.9,15
1556123426,20.8,17.7,23.8,25.6,0,4.9,28.1,0,4.91,0,20.6,20.5,0,0,4.98,28,0,5.01,0,20.9,20.9,15
1556123546,20.8,17.7,23.8,25.6,0,4.9,28.1,0,4.91,0,20.7,20.6,0,0,4.98,28,0,4.98,0,21,20.9,15
1556123667,20.8,17.7,23.8,25.6,0,4.9,28.1,0,4.9,0,20.8,20.6,0,0,4.96,27.9,0,4.98,0,21,21,15
1556123787,20.8,17.7,23.8,25.6,0,4.89,28.1,0,4.9,0,20.8,20.7,0,0,4.96,27.9,0,4.96,0,21.1,21.1,15
1556123908,20.8,17.7,23.8,25.6,0,4.9,28.1,0,4.91,0,20.7,20.6,0,0,4.99,27.9,0,5.01,0,21.1,21.1,15
1556124028,20.8,17.7,23.8,25.6,0,4.91,28.1,0,4.93,0,20.6,20.5,0,0,4.98,27.9,0,5.01,0,20.9,21,15
1556124149,20.8,17.8,23.8,25.6,0,4.89,28.1,0,4.91,0,20.7,20.7,0,0,4.98,27.9,0,4.98,0,20.9,21,15
1556124270,20.8,17.8,23.8,25.6,0,4.89,28.1,0,4.91,0,20.8,20.6,0,0,5,27.9,0,4.96,0,21.1,21,15
1556124533,20.9,17.8,23.9,25.6,0,4.9,28.1,0,4.91,0,20.6,20.5,0,0,4.98,27.9,0,4.98,0,20.9,21,15
1556124653,20.9,17.8,23.9,25.6,0,4.9,28,0,4.91,0,20.8,20.6,0,0,4.99,27.9,0,5.03,0,21.1,21,15
1556124774,20.9,17.8,23.9,25.6,0,4.9,28,0,4.93,0,20.6,20.6,0,0,4.98,27.9,0,4.99,0,21.1,21.1,15
1556124894,20.9,17.8,23.9,25.6,0,4.9,28,0,4.93,0,20.8,20.6,0,0,4.99,27.9,0,4.96,0,21,21.1,15
1556125014,20.9,17.8,23.9,25.6,0,4.9,28,0,4.93,0,20.7,20.7,0,0,4.98,27.9,0,5,0,21.1,21,15
1556125134,20.9,17.8,23.9,25.6,0,4.9,28,0,4.93,0,20.8,20.7,0,0,4.99,27.9,0,4.99,0,21.1,21.1,15
1556125255,20.9,17.8,23.9,25.6,0,4.91,28,0,4.93,0,20.8,20.7,0,0,4.98,27.9,0,4.98,0,21.1,21,15
1556125375,20.9,17.8,23.9,25.6,0,4.91,28,0,4.91,0,20.7,20.7,0,0,4.98,27.9,0,5,0,21.1,21,15
1556125631,20.9,17.8,23.9,25.6,0,4.91,28,0,4.93,0,20.8,20.8,0,0,5,27.9,0,5.03,0,21.1,21.1,15
1556125751,20.9,17.8,23.9,25.6,0,4.91,28,0,4.93,0,20.8,20.7,0,0,4.98,27.9,0,4.99,0,21.1,21.1,15
1556125872,20.9,17.8,23.9,25.6,0,4.9,28,0,4.95,0,20.8,20.8,0,0,4.99,27.9,0,5.01,0,21.2,21.1,15
1556125992,20.9,17.8,23.9,25.6,0,4.91,28,0,4.93,0,20.8,20.6,0,0,4.98,27.8,0,5,0,21.2,21.1,15
1556126113,20.9,17.9,23.9,25.6,0,4.91,28,0,4.93,0,20.8,20.7,0,0,4.98,27.8,0,4.99,0,21.1,21,15
1556126233,21,17.9,23.9,25.5,0,4.91,28,0,4.93,0,20.8,20.7,0,0,4.98,27.8,0,4.96,0,21.2,21,15
1556126353,21,17.9,23.9,25.5,0,4.91,28,0,4.96,0,20.8,20.8,0,0,4.99,27.8,0,4.99,0,21.3,21.1,15
1556126473,21,17.9,23.9,25.5,0,4.93,28,0,4.94,0,20.9,20.8,0,0,4.98,27.8,0,4.99,0,21.1,21.1,15
1556126593,21,17.9,23.9,25.5,0,4.91,28,0,4.93,0,20.8,20.5,0,0,4.99,27.8,0,5,0,21,21.1,15
1556126714,21,17.9,23.9,25.5,0,4.93,28,0,4.95,0,20.8,20.5,0,0,4.99,27.8,0,5,0,21.1,21.1,15
1556126834,21,17.9,23.9,25.5,0,4.91,28,0,4.93,0,20.8,20.5,0,0,4.98,27.8,0,5,0,21.1,21.1,15
1556126954,21,17.9,23.9,25.5,0,4.91,28,0,4.93,0,20.8,20.7,0,0,4.98,27.8,0,4.99,0,21.2,21.1,15
1556127074,21,17.9,23.9,25.5,0,4.93,27.9,0,4.96,0,20.9,20.7,0,0,5,27.8,0,5.01,0,21.1,21.1,15
1556127194,21,17.9,23.9,25.5,0,4.9,27.9,0,4.95,0,20.9,20.8,0,0,4.99,27.8,0,5.01,0,21.1,21.1,15
1556127314,21,17.9,23.9,25.5,0,4.91,27.9,0,4.94,0,20.8,20.7,0,0,4.98,27.8,0,4.99,0,21.1,21.1,15
