time,冰水入口溫度,冰水出口溫度,冷卻水入口溫度,冷卻水出口溫度,右機LEV開度Step,右機低壓,右機吐出溫度,右機電流,右機高壓,右耗電,右飽和冷凝溫度,右飽和蒸發溫度,壓縮機頻率,左機LEV開度Step,左機低壓,左機吐出溫度,左機電流,左機高壓,左耗電,左飽和冷凝溫度,左飽和蒸發溫度,設溫
1550246478,19.3,16,22.6,24.8,0,4.58,25.8,0,4.58,0,18.8,18.7,0,0,4.67,25.8,0,4.68,0,19.4,19.3,
1550246599,19.3,16,22.6,24.8,0,4.57,25.8,0,4.57,0,18.7,18.7,0,0,4.65,25.8,0,4.64,0,19.2,19.2,
1550246719,19.3,16.5,22.6,24.8,0,4.57,25.8,0,4.58,0,18.8,18.8,0,0,4.65,25.8,0,4.68,0,19.4,19.2,
1550246974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1550247094,19.3,16.2,22.6,24.7,0,4.57,25.8,0,4.6,0,18.7,18.7,0,0,4.65,25.7,0,4.65,0,19.1,19.2,
1550247215,19.3,16.2,22.6,24.7,0,4.57,25.8,0,4.57,0,18.7,18.7,0,0,4.64,25.7,0,4.67,0,19.4,19.2,
1550247335,19.4,16.2,22.6,24.7,0,4.57,25.8,0,4.58,0,18.8,18.7,0,0,4.67,25.7,0,4.69,0,19.3,19.2,
1550247456,19.4,16.2,22.6,24.7,0,4.57,25.8,0,4.58,0,18.8,18.8,0,0,4.67,25.7,0,4.68,0,19.3,19.3,
1550247576,19.4,16.2,22.6,24.7,0,4.58,25.8,0,4.59,0,18.8,18.7,0,0,4.67,25.7,0,4.67,0,19.4,19.3,
1550247696,19.4,16.2,22.6,24.7,0,4.58,25.8,0,4.59,0,18.8,18.8,0,0,4.67,25.7,0,4.7,0,19.3,19.4,
1550247817,19.4,16.2,22.6,24.7,0,4.58,25.8,0,4.59,0,18.8,18.7,0,0,4.67,25.7,0,4.68,0,19.2,19.3,
1550248208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1550248328,19.4,16.3,22.6,24.6,0,4.58,25.8,0,4.59,0,18.8,18.7,0,0,4.68,25.7,0,4.69,0,19.3,19.3,
1550248448,19.4,16.3,22.6,24.6,0,4.59,25.8,0,4.59,0,18.8,18.8,0,0,4.7,25.7,0,4.68,0,19.3,19.3,
1550248569,19.4,16.3,22.6,24.6,0,4.59,25.7,0,4.59,0,18.9,18.8,0,0,4.67,25.7,0,4.69,0,19.3,19.4,
1550248689,19.4,16.3,22.6,24.6,0,4.59,25.7,0,4.6,0,18.8,18.8,0,0,4.68,25.7,0,4.7,0,19.4,19.4,
1550248809,19.4,16.3,22.6,24.6,0,4.59,25.7,0,4.62,0,18.8,18.7,0,0,4.68,25.7,0,4.68,0,19.3,19.3,
1550248930,19.4,16.3,22.6,24.6,0,4.59,25.7,0,4.6,0,18.9,18.8,0,0,4.68,25.6,0,4.7,0,19.4,19.4,
1550249050,19.4,16.3,22.6,24.6,0,4.6,25.7,0,4.6,0,19,18.8,0,0,4.69,25.6,0,4.69,0,19.4,19.4,
1550249308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1550249428,19.4,16.4,22.6,24.6,0,4.58,25.7,0,4.6,0,18.9,18.8,0,0,4.68,25.6,0,4.67,0,19.4,19.4,
1550249549,19.4,16.4,22.6,24.6,0,4.59,25.7,0,4.6,0,18.9,18.8,0,0,4.68,25.6,0,4.69,0,19.4,19.4,
1550249669,19.4,16.4,22.6,24.5,0,4.58,25.7,0,4.62,0,18.9,18.8,0,0,4.69,25.6,0,4.69,0,19.4,19.4,
1550249789,19.4,16.4,22.6,24.5,0,4.59,25.7,0,4.59,0,18.9,18.8,0,0,4.7,25.6,0,4.69,0,19.6,19.4,
1550249910,19.5,16.4,22.7,24.5,0,4.58,25.7,0,4.6,0,19,18.9,0,0,4.68,25.6,0,4.67,0,19.6,19.4,
1550250030,19.5,16.5,22.7,24.5,0,4.59,25.7,0,4.59,0,18.8,18.8,0,0,4.67,25.6,0,4.7,0,19.3,19.3,
1550250150,19.5,16.5,22.7,24.5,0,4.6,25.7,0,4.62,0,18.9,18.9,0,0,4.69,25.6,0,4.68,0,19.6,19.4,
1550250398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1550250518,19.5,16.5,22.7,24.5,0,4.58,25.7,0,4.62,0,18.9,18.8,0,0,4.69,25.6,0,4.73,0,19.4,19.3,
1550250638,19.5,16.5,22.7,24.5,0,4.58,25.7,0,4.62,0,19,18.9,0,0,4.68,25.6,0,4.69,0,19.6,19.4,
1550250758,19.5,16.6,22.7,24.5,0,4.58,25.6,0,4.62,0,19.1,18.9,0,0,4.69,25.6,0,4.73,0,19.5,19.4,
1550250879,19.5,16.6,22.7,24.5,0,4.58,25.6,0,4.62,0,19,18.7,0,0,4.68,25.6,0,4.69,0,19.4,19.4,
1550250999,19.5,16.6,22.7,24.5,0,4.58,25.6,0,4.63,0,19,18.9,0,0,4.69,25.6,0,4.69,0,19.4,19.4,
1550251119,19.5,16.7,22.7,24.5,0,4.6,25.6,0,4.62,0,19.1,18.9,0,0,4.68,25.6,0,4.7,0,19.5,19.4,
1550251240,19.5,16.7,22.7,24.5,0,4.6,25.6,0,4.63,0,19.1,18.9,0,0,4.69,25.6,0,4.7,0,19.5,19.4,
1550251488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1550251607,19.5,16.7,22.7,24.4,0,4.59,25.6,0,4.62,0,19,18.8,0,0,4.69,25.6,0,4.69,0,19.5,19.4,
1550251728,19.5,16.7,22.7,24.4,0,4.59,25.6,0,4.64,0,19.1,19,0,0,4.69,25.6,0,4.72,0,19.7,19.4,
1550251848,19.5,16.8,22.7,24.4,0,4.62,25.6,0,4.62,0,19.1,18.8,0,0,4.69,25.6,0,4.69,0,19.7,19.5,
1550251969,19.5,16.8,22.7,24.4,0,4.59,25.6,0,4.63,0,19.1,19,0,0,4.69,25.6,0,4.69,0,19.4,19.4,
1550252089,19.5,16.8,22.7,24.4,0,4.59,25.6,0,4.63,0,19.1,19.1,0,0,4.69,25.5,0,4.69,0,19.7,19.5,
1550252209,19.5,16.8,22.7,24.4,0,4.62,25.6,0,4.63,0,19.1,19,0,0,4.72,25.5,0,4.74,0,19.4,19.4,
1550252330,19.5,16.9,22.7,24.4,0,4.6,25.6,0,4.64,0,19,19,0,0,4.72,25.5,0,4.7,0,19.4,19.5,
1550252593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1550252713,19.5,16.9,22.7,24.4,0,4.62,25.6,0,4.64,0,19.1,18.8,0,0,4.7,25.5,0,4.7,0,19.7,19.5,
1550252833,19.6,16.9,22.7,24.4,0,4.62,25.6,0,4.62,0,19.2,18.8,0,0,4.69,25.5,0,4.72,0,19.7,19.5,
1550252954,19.6,17,22.7,24.4,0,4.6,25.6,0,4.64,0,19,19,0,0,4.72,25.5,0,4.72,0,19.4,19.5,
1550253074,19.6,17,22.7,24.4,0,4.63,25.6,0,4.63,0,19.1,19,0,0,4.72,25.5,0,4.7,0,19.4,19.5,
1550253194,19.6,17,22.7,24.4,0,4.62,25.6,0,4.64,0,19.1,19,0,0,4.7,25.5,0,4.72,0,19.4,19.5,
1550253315,19.6,17,22.7,24.3,0,4.63,25.6,0,4.64,0,19.1,19,0,0,4.72,25.5,0,4.7,0,19.6,19.5,
1550253435,19.6,17,22.7,24.3,0,4.62,25.6,0,4.64,0,19.1,19.1,0,0,4.7,25.5,0,4.72,0,19.5,19.5,
1550253683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1550253803,19.6,17.1,22.7,24.3,0,4.63,25.6,0,4.65,0,19.1,18.9,0,0,4.72,25.5,0,4.73,0,19.5,19.5,
1550253923,19.6,17.1,22.7,24.3,0,4.59,25.6,0,4.64,0,19.1,19.1,0,0,4.7,25.5,0,4.74,0,19.7,19.6,
1550254044,19.6,17.1,22.7,24.3,0,4.63,25.6,0,4.65,0,19.1,19.1,0,0,4.72,25.5,0,4.72,0,19.6,19.6,
1550254164,19.6,17.1,22.7,24.3,0,4.59,25.5,0,4.65,0,19.1,18.9,0,0,4.7,25.5,0,4.7,0,19.7,19.6,
1550254284,19.6,17.1,22.7,24.3,0,4.6,25.5,0,4.65,0,19.1,19.1,0,0,4.72,25.5,0,4.72,0,19.5,19.6,
1550254405,19.6,17.2,22.7,24.3,0,4.62,25.5,0,4.64,0,19.2,19,0,0,4.7,25.5,0,4.72,0,19.7,19.6,
1550254525,19.6,17.2,22.7,24.3,0,4.62,25.5,0,4.64,0,19.1,18.8,0,0,4.7,25.5,0,4.72,0,19.7,19.5,
1550254783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1550254903,19.6,17.2,22.7,24.3,0,4.62,25.5,0,4.64,0,19.2,19.1,0,0,4.7,25.5,0,4.74,0,19.8,19.6,
1550255023,19.6,17.1,22.7,24.3,0,4.63,25.5,0,4.65,0,19.3,19,0,0,4.72,25.5,0,4.73,0,19.8,19.6,
1550255144,19.6,17.2,22.7,24.3,0,4.64,25.5,0,4.65,0,19.4,18.8,0,0,4.73,25.5,0,4.74,0,19.5,19.5,
1550255264,19.6,17.2,22.7,24.3,0,4.64,25.5,0,4.67,0,19.1,18.8,0,0,4.74,25.5,0,4.74,0,19.6,19.6,
