time,冰水入口溫度,冰水出口溫度,冷卻水入口溫度,冷卻水出口溫度,右機LEV開度Step,右機低壓,右機吐出溫度,右機電流,右機高壓,右耗電,右飽和冷凝溫度,右飽和蒸發溫度,壓縮機頻率,左機LEV開度Step,左機低壓,左機吐出溫度,左機電流,左機高壓,左耗電,左飽和冷凝溫度,左飽和蒸發溫度,設溫
1552752016,20,18.1,22.4,22.7,0,4.74,24,0,4.74,0,19.7,19.6,0,0,4.74,24.1,0,4.79,0,20,19.7,
1552752136,20,18.1,22.4,22.7,0,4.69,24,0,4.73,0,19.7,19.6,0,0,4.74,24.1,0,4.79,0,20,19.7,
1552752256,20,18.1,22.4,22.7,0,4.73,24,0,4.73,0,19.7,19.4,0,0,4.74,24.1,0,4.79,0,20,19.7,
1552752377,20,18.1,22.4,22.7,0,4.69,24,0,4.74,0,19.7,19.5,0,0,4.74,24.1,0,4.79,0,20,19.7,
1552752497,20,18.1,22.4,22.7,0,4.7,24,0,4.73,0,19.6,19.5,0,0,4.74,24.1,0,4.78,0,20,19.7,
1552752618,20,18.1,22.4,22.7,0,4.69,24,0,4.73,0,19.7,19.6,0,0,4.74,24.1,0,4.79,0,20,19.7,
1552752738,20,18.1,22.4,22.7,0,4.72,24,0,4.73,0,19.7,19.7,0,0,4.74,24.1,0,4.79,0,20,19.7,
1552752858,20,18.1,22.4,22.7,0,4.73,24,0,4.73,0,19.7,19.7,0,0,4.75,24.2,0,4.79,0,20,19.7,
1552752979,20,18.1,22.4,22.7,0,4.72,24,0,4.73,0,19.7,19.4,0,0,4.74,24.2,0,4.79,0,20,19.8,
1552753203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1552753323,20.1,18.2,22.4,22.7,0,4.74,24,0,4.74,0,19.7,19.7,0,0,4.76,24.2,0,4.81,0,20,19.8,
1552753444,20.1,18.2,22.4,22.7,0,4.7,24,0,4.73,0,19.7,19.4,0,0,4.75,24.2,0,4.79,0,20,19.7,
1552753564,20.1,18.1,22.4,22.7,0,4.73,24,0,4.74,0,19.7,19.7,0,0,4.76,24.2,0,4.8,0,20,19.8,
1552753684,20.1,18.1,22.4,22.7,0,4.74,24,0,4.74,0,19.6,19.4,0,0,4.76,24.2,0,4.8,0,19.8,19.8,
1552753805,20.1,18.1,22.4,22.7,0,4.73,24,0,4.74,0,19.7,19.7,0,0,4.76,24.2,0,4.81,0,20,19.8,
1552753925,20.1,18.1,22.4,22.7,0,4.74,24,0,4.74,0,19.7,19.7,0,0,4.76,24.2,0,4.8,0,20,19.8,
1552754045,20.1,18.1,22.4,22.7,0,4.7,24,0,4.74,0,19.7,19.6,0,0,4.75,24.2,0,4.81,0,20,19.8,
1552754166,20.1,18.1,22.4,22.7,0,4.72,24,0,4.73,0,19.7,19.7,0,0,4.76,24.2,0,4.79,0,20,19.8,
1552754286,20.1,18,22.4,22.7,0,4.74,24,0,4.74,0,19.7,19.7,0,0,4.76,24.2,0,4.8,0,20,19.8,
1552754407,20.1,18,22.4,22.7,0,4.69,24,0,4.73,0,19.7,19.7,0,0,4.75,24.2,0,4.8,0,20,19.8,
1552754527,20.1,18,22.4,22.7,0,4.73,24,0,4.74,0,19.7,19.7,0,0,4.76,24.2,0,4.8,0,20,19.8,
1552754647,20.1,18,22.4,22.7,0,4.72,24,0,4.73,0,19.7,19.5,0,0,4.75,24.2,0,4.79,0,20,19.8,
1552754768,20.1,17.9,22.4,22.7,0,4.73,24,0,4.73,0,19.7,19.7,0,0,4.76,24.2,0,4.81,0,20.1,19.8,
1552754888,20.1,17.9,22.4,22.7,0,4.74,24,0,4.74,0,19.7,19.7,0,0,4.76,24.2,0,4.81,0,20.1,19.8,
1552755146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1552755266,20.1,17.8,22.4,22.7,0,4.73,24,0,4.72,0,19.7,19.7,0,0,4.75,24.2,0,4.79,0,20,19.8,
1552755387,20.1,17.8,22.4,22.7,0,4.74,24,0,4.74,0,19.7,19.6,0,0,4.76,24.2,0,4.81,0,20.2,19.8,
1552755507,20.1,17.8,22.4,22.7,0,4.73,24,0,4.74,0,19.7,19.7,0,0,4.76,24.2,0,4.81,0,20.1,19.8,
1552755627,20.1,17.8,22.4,22.7,0,4.72,24,0,4.74,0,19.8,19.7,0,0,4.76,24.2,0,4.81,0,19.9,19.8,
1552755748,20.1,17.8,22.4,22.7,0,4.74,24,0,4.74,0,19.7,19.7,0,0,4.76,24.2,0,4.8,0,20.1,19.8,
1552755868,20.1,17.8,22.4,22.7,0,4.73,24,0,4.74,0,19.7,19.7,0,0,4.76,24.2,0,4.84,0,20.1,19.8,
1552755988,20.1,17.8,22.4,22.7,0,4.73,24,0,4.74,0,19.7,19.6,0,0,4.76,24.2,0,4.81,0,20,19.8,
1552756246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1552756366,20.1,17.7,22.4,22.7,0,4.72,24,0,4.74,0,19.7,19.7,0,0,4.79,24.2,0,4.81,0,20.1,19.8,
1552756487,20.1,17.7,22.4,22.7,0,4.72,24,0,4.74,0,19.7,19.5,0,0,4.76,24.2,0,4.83,0,20,19.8,
1552756607,20.1,17.7,22.4,22.7,0,4.73,24,0,4.74,0,19.7,19.7,0,0,4.76,24.2,0,4.81,0,20.1,19.8,
1552756728,20.1,17.7,22.4,22.7,0,4.74,24,0,4.73,0,19.7,19.6,0,0,4.76,24.2,0,4.81,0,20.1,19.8,
